"chromosome_name","external_gene_name","entrezgene_id","start_position","end_position","NSNPS","NPARAM","N","ZSTAT","P_MULTI","P_SNPWISE_MEAN","P_SNPWISE_TOP1","q.BH"
12,"KLRB1",3820,9747147,9760482,193,30,4338,-1.5399,0.9382,0.97195,0.7995,0.982475502512563
1,"GJA8",2703,147374946,147381393,150,28,4338,-1.5402,0.93824,0.85831,0.94907,0.982475502512563
15,"ADAM10",102,58887403,59042177,363,29,4338,-1.541,0.93834,0.9501,0.86708,0.982475502512563
6,"ZFAND3",60685,37787275,38122400,1204,49,4338,-1.5426,0.93853,0.86962,0.90832,0.982475502512563
10,"TSPAN15",23555,71211229,71267425,497,40,4338,-1.543,0.93859,0.88021,0.91761,0.982475502512563
11,"PAMR1",25891,35453370,35551848,471,63,4338,-1.5434,0.93864,0.88759,0.88261,0.982475502512563
7,"RAPGEF5",9771,22157856,22396763,866,86,4338,-1.5436,0.93866,0.8316,0.9287,0.982475502512563
2,"PPIG",9360,170440850,170497916,330,28,4338,-1.5438,0.93868,0.88349,0.90966,0.982475502512563
17,"MIF4GD",57409,73262309,73267308,109,13,4338,-1.5451,0.93884,0.81973,0.97577,0.982475502512563
4,"SMARCAD1",56916,95128762,95212443,311,21,4338,-1.5453,0.93886,0.96158,0.78704,0.982475502512563
6,"PRICKLE4",100188893,41748087,41757879,119,23,4338,-1.5454,0.93888,0.89859,0.91283,0.982475502512563
6,"TOMM6",100188893,41755400,41757636,119,23,4338,-1.5454,0.93888,0.89859,0.91283,0.982475502512563
12,"DTX1",1840,113494514,113535833,308,41,4338,-1.5458,0.93893,0.9277,0.85763,0.982475502512563
9,"FBP1",2203,97365415,97402531,255,30,4338,-1.5468,0.93904,0.85948,0.92437,0.982475502512563
17,"BCL6B",255877,6926339,6933609,118,16,4338,-1.5481,0.93921,0.92917,0.87673,0.982475502512563
18,"MAPK4",5596,48086448,48258194,481,58,4338,-1.5484,0.93923,0.94569,0.84672,0.982475502512563
9,"DPM2",8818,130697378,130700763,109,11,4338,-1.5493,0.93934,0.98778,0.83917,0.982475502512563
1,"RAD54L",8438,46713360,46744145,73,18,4338,-1.5497,0.93939,0.92521,0.85202,0.982475502512563
12,"PPTC7",160760,110969120,111021125,180,19,4338,-1.5498,0.9394,0.91097,0.81238,0.982475502512563
13,"CDADC1",81602,49822047,49867618,128,19,4338,-1.5499,0.93942,0.96832,0.80754,0.982475502512563
22,"NEFH",4744,29876219,29887379,132,26,4338,-1.5501,0.93945,0.91329,0.86726,0.982475502512563
11,"PITPNM1",9600,67259239,67273734,59,13,4338,-1.5503,0.93947,0.85584,0.94765,0.982475502512563
20,"FAM110A",83541,814358,838106,194,37,4338,-1.5505,0.93949,0.95779,0.84078,0.982475502512563
12,"HIST4H4",121504,14920933,14924065,132,22,4338,-1.5506,0.9395,0.97929,0.83775,0.982475502512563
1,"FBXO44",93611,11714432,11723384,119,26,4338,-1.5506,0.9395,0.96685,0.85343,0.982475502512563
5,"ETF1",2107,137841784,137878989,135,22,4338,-1.5518,0.93964,0.91216,0.87766,0.982475502512563
10,"USMG5",84833,105148798,105156223,69,16,4338,-1.5517,0.93964,0.94436,0.86964,0.982475502512563
20,"PCMTD2",55251,62887094,62926855,150,28,4338,-1.5523,0.93971,0.85581,0.95938,0.982475502512563
14,"RGS6",9628,72399156,73030654,2349,129,4338,-1.5533,0.93983,0.97464,0.75267,0.982475502512563
16,"CD19",930,28943260,28950667,55,14,4338,-1.5537,0.93987,0.9014,0.92328,0.982475502512563
3,"RTP4",64108,187086120,187089864,154,27,4338,-1.5538,0.93988,0.93557,0.84048,0.982475502512563
6,"BACH2",60468,90636248,91006627,718,89,4338,-1.5539,0.9399,0.98693,0.79225,0.982475502512563
5,"PCDHGA12",26025,140810185,140892546,307,37,4338,-1.554,0.93991,0.87925,0.88773,0.982475502512563
17,"PLEKHM1",9842,43513266,43568115,115,14,4338,-1.5544,0.93995,0.87682,0.89063,0.982475502512563
11,"MTMR2",8898,95566046,95658479,349,36,4338,-1.5548,0.94,0.8477,0.92273,0.982475502512563
22,"CRYBB3",1417,25595817,25603330,130,29,4338,-1.5549,0.94001,0.87562,0.91828,0.982475502512563
9,"NOL6",65083,33461439,33473928,155,21,4338,-1.555,0.94003,0.87395,0.91131,0.982475502512563
7,"GJC3",349149,99520892,99527243,143,22,4338,-1.5554,0.94007,0.96847,0.85847,0.982475502512563
2,"CPO",130749,207804278,207834198,180,25,4338,-1.5559,0.94014,0.90902,0.91384,0.982475502512563
14,"EIF2B2",8892,75469614,75476292,65,12,4338,-1.5562,0.94017,0.86154,0.91116,0.982475502512563
5,"GPR150",285601,94955782,94957846,65,16,4338,-1.5568,0.94024,0.86119,0.95368,0.982492548392623
2,"WDR92",116143,68350068,68384692,138,17,4338,-1.5574,0.94031,0.88636,0.92431,0.982509592326139
22,"C22orf29",79680,19833661,19842419,161,21,4338,-1.5597,0.94059,0.95254,0.82826,0.982746046246075
12,"CCER1",196477,91299399,91348953,136,19,4338,-1.5606,0.94069,0.91024,0.88815,0.982794416533455
9,"OR13C8",138802,107331449,107332411,116,23,4338,-1.5644,0.94114,0.93142,0.8888,0.983202065738416
11,"CARNS1",57571,67182439,67193078,80,16,4338,-1.5648,0.94119,0.8201,0.96566,0.983202065738416
12,"CSAD",51380,53551447,53575135,113,21,4338,-1.5655,0.94127,0.984,0.81404,0.983202065738416
18,"ZNF24",7572,32912176,32925446,102,18,4338,-1.5659,0.94132,0.90182,0.87837,0.983202065738416
16,"PIEZO1",9780,88781751,88851619,585,70,4338,-1.5667,0.94141,0.99693,0.80533,0.983202065738416
14,"NRXN3",9369,78708734,80330762,4152,270,4338,-1.5669,0.94143,0.84973,0.79775,0.983202065738416
4,"TRIM2",23321,154073494,154260472,552,65,4338,-1.5674,0.9415,0.84281,0.96242,0.983202065738416
4,"TNIP3",79931,122052563,122148621,337,43,4338,-1.5676,0.94151,0.82881,0.95606,0.983202065738416
2,"DTNB",1838,25600067,25896503,509,67,4338,-1.5696,0.94175,0.8581,0.9044,0.983262236166572
6,"FRS3",10817,41737914,41754280,119,23,4338,-1.5697,0.94176,0.8834,0.92213,0.983262236166572
1,"PSMD4",5710,151227179,151239955,67,13,4338,-1.5698,0.94177,0.93079,0.84988,0.983262236166572
8,"TCEA1",6917,54879112,54935089,184,18,4338,-1.5702,0.94181,0.97518,0.79922,0.983262236166572
11,"BSX",390259,122848278,122852428,130,25,4338,-1.5704,0.94184,0.85887,0.91675,0.983262236166572
1,"TPRG1L",127262,3541566,3546691,86,23,4338,-1.5708,0.94189,0.84713,0.95644,0.983262236166572
10,"ACBD5",91452,27484146,27531059,461,28,4338,-1.5716,0.94197,0.96705,0.84731,0.983289658319548
10,"EBLN1",340900,22497743,22498950,105,15,4338,-1.572,0.94203,0.93144,0.87863,0.983296201232033
7,"CROT",54677,86974997,87029111,242,25,4338,-1.5738,0.94223,0.96321,0.85248,0.983339469934454
2,"CIAO1",9391,96931870,96939087,52,15,4338,-1.5742,0.94228,0.89587,0.904,0.983339469934454
6,"TAAR2",9287,132938161,132945414,221,27,4338,-1.5745,0.94231,0.83244,0.97541,0.983339469934454
10,"NKX1-2",390010,126135592,126138753,87,22,4338,-1.576,0.94249,0.84753,0.9325,0.983339469934454
5,"CD180",4064,66478103,66492627,199,34,4338,-1.5763,0.94252,0.88808,0.91319,0.983339469934454
1,"SLC39A1",27173,153931575,153940188,55,16,4338,-1.5765,0.94255,0.94875,0.8902,0.983339469934454
3,"DCUN1D1",54165,182655862,182703741,135,21,4338,-1.5771,0.94261,0.93783,0.87727,0.983339469934454
1,"DHCR24",1718,55315306,55352891,256,30,4338,-1.5774,0.94265,0.89782,0.90799,0.983339469934454
10,"DYDC1",143241,82095861,82116511,231,18,4338,-1.5775,0.94266,0.87849,0.90135,0.983339469934454
2,"CHRNG",1146,233404437,233411113,157,26,4338,-1.5781,0.94272,0.95502,0.87279,0.983339469934454
11,"PKNOX2",63876,125034583,125303285,916,107,4338,-1.5783,0.94276,0.97481,0.81845,0.983339469934454
1,"STRIP1",85369,110574199,110617263,58,15,4338,-1.5785,0.94277,0.93628,0.85585,0.983339469934454
10,"OPN4",94233,88414314,88426605,254,26,4338,-1.5784,0.94277,0.8593,0.97305,0.983339469934454
1,"VPS72",6944,151142463,151167797,54,15,4338,-1.579,0.94283,0.90559,0.882,0.983342109762352
9,"DCAF10",79269,37800499,37867663,293,23,4338,-1.5794,0.94288,0.84692,0.87767,0.983342109762352
19,"ZNF175",7728,52074551,52092991,210,36,4338,-1.58,0.94295,0.88155,0.94694,0.983359072258947
3,"KLHL6",89857,183205319,183273477,256,42,4338,-1.5814,0.9431,0.99183,0.79192,0.983459456379281
1,"TRIT1",54802,40306723,40349183,200,23,4338,-1.5831,0.9433,0.90594,0.88896,0.983568988098628
7,"LRRD1",401387,91741473,91808845,91,13,4338,-1.5837,0.94336,0.98162,0.83937,0.983568988098628
1,"CD52",1043,26644448,26647014,159,17,4338,-1.5838,0.94338,0.97465,0.85436,0.983568988098628
15,"ARNT2",9915,80696692,80890278,691,84,4338,-1.5843,0.94343,0.91016,0.84896,0.983568988098628
16,"IL21R",50615,27413483,27462115,283,50,4338,-1.5846,0.94348,0.88808,0.90952,0.983568988098628
12,"EPYC",1833,91357456,91398803,332,27,4338,-1.5859,0.94361,0.93931,0.81865,0.983568988098628
12,"PRB4",5545,11460017,11463369,104,25,4338,-1.5866,0.9437,0.89948,0.88071,0.983568988098628
19,"CACTIN",58509,3610639,3626813,169,21,4338,-1.587,0.94374,0.88598,0.94173,0.983568988098628
19,"BSPH1",100131137,48471303,48495427,236,33,4338,-1.5871,0.94375,0.98763,0.80496,0.983568988098628
8,"BRF2",55290,37700786,37707422,45,15,4338,-1.5871,0.94375,0.9092,0.91067,0.983568988098628
15,"C15orf53",400359,38988799,38992239,161,30,4338,-1.5879,0.94384,0.94101,0.86218,0.983568988098628
1,"AMPD1",270,115215719,115238239,121,24,4338,-1.588,0.94385,0.88177,0.92266,0.983568988098628
10,"CDNF",441549,14861249,14880574,128,24,4338,-1.5897,0.94405,0.88973,0.91529,0.983626302305722
11,"TMEM126A",84233,85359011,85367591,89,16,4338,-1.5899,0.94408,0.90822,0.9241,0.983626302305722
8,"OR4F21",441308,116049,117043,1,1,4338,-1.5903,0.94412,0.9431,0.9431,0.983626302305722
6,"HIST1H4C",8359,26104104,26104518,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4H",8359,26281283,26285762,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4A",8359,26021907,26022278,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4E",8359,26204858,26206266,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4L",8359,27840926,27841289,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4K",8359,27798952,27799305,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4D",8359,26188938,26189304,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4J",8359,27791884,27792257,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4I",8359,27107076,27108418,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4F",8359,26240561,26240976,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
6,"HIST1H4B",8359,26027124,26027480,102,17,4338,-1.5917,0.94427,0.9501,0.85887,0.98370435029855
10,"TCERG1L",256536,132890654,133109984,1272,151,4338,-1.5941,0.94454,0.84131,0.91486,0.98370435029855
19,"PLIN4",729359,4502204,4517716,92,22,4338,-1.5946,0.9446,0.94799,0.88119,0.98370435029855
17,"EIF1",10209,39845137,39848920,38,12,4338,-1.5947,0.94461,0.93883,0.86966,0.98370435029855
16,"OGFOD1",55239,56485402,56513012,156,22,4338,-1.5947,0.94461,0.95282,0.83243,0.98370435029855
9,"LHX6",26468,124964856,124991905,68,21,4338,-1.5949,0.94463,0.94019,0.8835,0.98370435029855
3,"NFKBIZ",64332,101546835,101579866,95,22,4338,-1.5957,0.94473,0.867,0.94139,0.98370435029855
3,"RP11-379F4.4",100287290,158450052,158501859,185,26,4338,-1.5975,0.94493,0.88891,0.88659,0.98370435029855
15,"IQCH",64799,67547138,67794598,482,40,4338,-1.5976,0.94494,0.84197,0.92115,0.98370435029855
16,"ZNF500",26048,4798240,4817625,193,34,4338,-1.5981,0.94499,0.95989,0.8518,0.98370435029855
4,"CYP2U1",113612,108852525,108874613,185,22,4338,-1.5985,0.94503,0.93884,0.85921,0.98370435029855
1,"SELP",6403,169558087,169599431,299,32,4338,-1.5988,0.94507,0.94819,0.89748,0.98370435029855
17,"KLHL11",55175,40009797,40021684,115,15,4338,-1.599,0.9451,0.95354,0.83959,0.98370435029855
1,"MTR",4548,236958610,237067281,383,34,4338,-1.5992,0.94511,0.86666,0.93825,0.98370435029855
4,"GPRIN3",285513,90157537,90229161,228,38,4338,-1.5996,0.94515,0.91156,0.86508,0.98370435029855
4,"CSN1S1",1446,70796799,70812289,131,18,4338,-1.5998,0.94518,0.87899,0.90923,0.98370435029855
4,"NAF1",92345,164031225,164088073,137,21,4338,-1.5998,0.94518,0.87838,0.94377,0.98370435029855
19,"CEACAM5",1048,42212504,42233718,192,25,4338,-1.6,0.9452,0.96278,0.87202,0.98370435029855
1,"MAP10",54627,232940643,232946092,168,19,4338,-1.6002,0.94522,0.93263,0.88667,0.98370435029855
6,"AGER",177,32148745,32152101,1,1,4338,-1.6007,0.94527,0.9445,0.9445,0.98370435029855
21,"KRTAP22-2",100288287,31962424,31962716,74,10,4338,-1.602,0.94542,0.91826,0.88053,0.983799260943718
17,"GRB2",2885,73314157,73401790,316,27,4338,-1.6032,0.94556,0.9305,0.83935,0.983799260943718
1,"LYSMD1",388695,151132224,151138424,37,18,4338,-1.6034,0.94558,0.93252,0.89064,0.983799260943718
3,"FLNB",2317,57994127,58157982,492,51,4338,-1.6036,0.9456,0.9134,0.88046,0.983799260943718
7,"AZGP1",563,99564343,99573780,97,20,4338,-1.6039,0.94563,0.94178,0.87684,0.983799260943718
16,"RAB11FIP3",9727,475619,573011,300,30,4338,-1.605,0.94575,0.97759,0.85407,0.983843451568895
16,"RNF166",115992,88762903,88772829,285,40,4338,-1.6052,0.94578,0.87936,0.94363,0.983843451568895
22,"YDJC",150223,21982378,21984353,125,19,4338,-1.6061,0.94587,0.93919,0.8917,0.983881145910305
19,"CD97",976,14491313,14519537,95,27,4338,-1.6068,0.94595,0.94508,0.88194,0.983908434693646
11,"OR4C11",219429,55370830,55371874,30,8,4338,-1.6087,0.94616,0.92536,0.86265,0.983981081695262
1,"JMJD4",65094,227918126,227923112,118,18,4338,-1.6092,0.94621,0.89705,0.92459,0.983981081695262
7,"NPTX2",4885,98246609,98259180,119,27,4338,-1.6104,0.94635,0.98308,0.84583,0.983981081695262
8,"DECR1",1666,91013633,91064320,217,22,4338,-1.6106,0.94637,0.93351,0.8425,0.983981081695262
4,"FAT1",2195,187508937,187647876,487,70,4338,-1.6108,0.94639,0.83923,0.97345,0.983981081695262
12,"ITGA5",3678,54789045,54813244,76,17,4338,-1.6112,0.94644,0.91449,0.90344,0.983981081695262
5,"MCC",4163,112357796,112824527,1979,90,4338,-1.6113,0.94645,0.9393,0.83059,0.983981081695262
6,"ADAT2",134637,143743969,143771810,115,14,4338,-1.6119,0.94651,0.94367,0.90999,0.983987558938817
10,"DYDC2",84332,82104501,82127829,214,19,4338,-1.6125,0.94657,0.90372,0.8899,0.98399403544649
12,"RAD9B",144715,110939460,110969891,169,18,4338,-1.6136,0.94669,0.87767,0.8807,0.984062879863675
1,"LCE6A",448835,152815344,152816459,47,14,4338,-1.6147,0.94681,0.91923,0.8937,0.984078369015844
11,"CSRP3",8048,19203578,19232120,185,38,4338,-1.6152,0.94687,0.90739,0.92405,0.984078369015844
16,"ZG16",653808,29789561,29793096,27,10,4338,-1.6155,0.9469,0.92042,0.87523,0.984078369015844
1,"RPS27",6232,153963235,153964626,49,17,4338,-1.6157,0.94692,0.94433,0.90316,0.984078369015844
1,"HECTD3",79654,45468212,45477001,106,15,4338,-1.6176,0.94712,0.87211,0.945,0.984230323679727
11,"CASP1",834,104896170,104972158,137,15,4338,-1.619,0.94727,0.95265,0.85501,0.984312042241526
5,"PCDHGA11",56105,140800762,140891835,335,38,4338,-1.6195,0.94733,0.9011,0.88984,0.984312042241526
14,"OR4L1",122742,20528204,20529142,238,18,4338,-1.6198,0.94736,0.91592,0.91177,0.984312042241526
14,"KIAA0247",9766,70078313,70181859,231,28,4338,-1.6206,0.94745,0.88988,0.95971,0.984349665039173
2,"MBD5",55777,148778580,149275805,984,72,4338,-1.6213,0.94753,0.8779,0.92911,0.984352179836512
4,"CDS1",1040,85504132,85572491,215,24,4338,-1.6217,0.94756,0.89188,0.92911,0.984352179836512
3,"RARRES1",5918,158414681,158450485,238,30,4338,-1.6233,0.94773,0.89588,0.9063,0.984472895498666
1,"C1orf177",163747,55271736,55307925,270,26,4338,-1.6239,0.9478,0.91087,0.8988,0.984489726416165
1,"C1orf228",339541,45140364,45191263,103,26,4338,-1.6252,0.94794,0.85764,0.95528,0.984575312145289
17,"WDR16",146845,9479944,9546776,115,21,4338,-1.6256,0.94799,0.8893,0.92958,0.984575312145289
10,"PRAP1",118471,135160650,135166187,167,19,4338,-1.6266,0.94809,0.90152,0.92304,0.984608954715696
1,"HPDL",84842,45792545,45794347,53,19,4338,-1.627,0.94813,0.92096,0.90382,0.984608954715696
2,"RMND5A",64795,86947296,87005164,127,20,4338,-1.628,0.94824,0.96384,0.85299,0.984631749092559
9,"PSIP1",11168,15464064,15511017,271,32,4338,-1.6291,0.94835,0.86778,0.95211,0.984631749092559
12,"POLR3B",55703,106751436,106903976,446,37,4338,-1.6294,0.94839,0.85653,0.90966,0.984631749092559
8,"NDUFAF6",137682,95907995,96128683,318,33,4338,-1.6297,0.94841,0.95452,0.83902,0.984631749092559
2,"AGXT",189,241807896,241819919,228,20,4338,-1.6307,0.94852,0.94783,0.8595,0.984631749092559
10,"FZD8",8325,35927177,35930362,78,15,4338,-1.6309,0.94855,0.92507,0.88212,0.984631749092559
6,"HFE",3077,26087509,26098571,166,23,4338,-1.6311,0.94856,0.89369,0.93382,0.984631749092559
3,"LSAMP",4045,115521235,117716095,1674,110,4338,-1.6316,0.94861,0.88119,0.88758,0.984631749092559
1,"CYR61",3491,86046444,86049645,99,25,4338,-1.632,0.94866,0.92251,0.92213,0.984631749092559
16,"PRRT2",112476,29823177,29827201,37,11,4338,-1.6323,0.94869,0.95503,0.89522,0.984631749092559
1,"LRRC7",57554,70034081,70617628,1584,100,4338,-1.6331,0.94878,0.99,0.77743,0.984644607009187
2,"PECR",55825,216861052,216947678,199,28,4338,-1.6334,0.94881,0.88992,0.87995,0.984644607009187
10,"FUOM",282969,135168658,135171529,148,16,4338,-1.6346,0.94894,0.89603,0.93985,0.984667838512134
16,"DDX19A",55308,70380732,70407286,61,21,4338,-1.6347,0.94894,0.94643,0.89247,0.984667838512134
6,"FOXC1",2296,1610681,1614127,71,27,4338,-1.6383,0.94932,0.97144,0.84609,0.984880272108843
10,"TCTN3",26123,97423158,97453900,253,27,4338,-1.6385,0.94934,0.89179,0.89982,0.984880272108843
7,"GHRHR",2692,30978284,31032869,206,36,4338,-1.6387,0.94936,0.87479,0.92498,0.984880272108843
15,"TGM5",9333,43524793,43559055,96,13,4338,-1.6387,0.94936,0.97605,0.82186,0.984880272108843
10,"C10orf131",100127889,97667360,97698480,242,32,4338,-1.6401,0.94951,0.9324,0.86604,0.984898352115069
21,"KRTAP19-7",337974,31933194,31933633,85,11,4338,-1.6402,0.94952,0.92756,0.87797,0.984898352115069
1,"LSM10",84967,36856839,36863493,187,18,4338,-1.6415,0.94966,0.97685,0.85108,0.984898352115069
11,"CDK2AP2",10263,67273968,67276120,57,14,4338,-1.6433,0.94984,0.88493,0.95102,0.984898352115069
1,"GRHL3",57822,24645812,24690972,215,36,4338,-1.6438,0.94989,0.95908,0.85742,0.984898352115069
7,"SPDYE1",729597,44040488,44049721,67,15,4338,-1.6446,0.94998,0.9113,0.89369,0.984898352115069
7,"SPDYE2B",729597,102290772,102301847,67,15,4338,-1.6446,0.94998,0.9113,0.89369,0.984898352115069
11,"VWCE",220001,61025762,61062896,40,14,4338,-1.645,0.95001,0.93681,0.91282,0.984898352115069
8,"SLURP1",57152,143822362,143823829,129,21,4338,-1.6449,0.95001,0.89924,0.93523,0.984898352115069
2,"SP140L",93349,231191899,231268447,465,44,4338,-1.6463,0.95015,0.98097,0.82871,0.984898352115069
19,"CD37",951,49838428,49846592,79,15,4338,-1.6464,0.95016,0.89838,0.90349,0.984898352115069
6,"PRICKLE4",29964,41748087,41757879,136,25,4338,-1.6465,0.95017,0.91564,0.92465,0.984898352115069
1,"DMRTB1",63948,53925072,53933161,161,18,4338,-1.647,0.95023,0.98643,0.8483,0.984898352115069
19,"SHKBP1",92799,41082757,41097305,98,24,4338,-1.6471,0.95023,0.98797,0.84598,0.984898352115069
21,"KRTAP20-2",337976,32007555,32007938,81,10,4338,-1.6472,0.95024,0.8921,0.87404,0.984898352115069
3,"GFM1",85476,158362067,158410364,313,21,4338,-1.6472,0.95024,0.84514,0.96935,0.984898352115069
4,"CCNI",10983,77968311,77997158,107,25,4338,-1.6473,0.95025,0.91752,0.8938,0.984898352115069
12,"H2AFJ",55766,14927270,14930936,152,23,4338,-1.6481,0.95033,0.9833,0.85546,0.984898352115069
14,"SLC39A9",55334,69864732,69929105,247,28,4338,-1.6483,0.95036,0.87734,0.92736,0.984898352115069
17,"KCNJ12",3768,21279509,21323179,35,11,4338,-1.6488,0.9504,0.88807,0.94491,0.984898352115069
16,"MAZ",4150,29817427,29823649,29,13,4338,-1.6512,0.95065,0.94641,0.9074,0.985101642129105
21,"TFF2",7032,43766466,43771237,244,37,4338,-1.653,0.95084,0.93769,0.90605,0.985242738236793
15,"ZSCAN29",146050,43650370,43663223,91,10,4338,-1.6545,0.95098,0.86883,0.96746,0.985285835549771
14,"SLC7A8",23428,23594504,23652883,229,49,4338,-1.6545,0.95099,0.84395,0.97627,0.985285835549771
16,"SRRM2",23524,2802330,2822539,49,13,4338,-1.6554,0.95108,0.89075,0.94377,0.985285835549771
16,"MTRNR2L4",100463285,3421053,3422283,133,13,4338,-1.6558,0.95112,0.94869,0.89554,0.985285835549771
19,"KCNC3",3748,50815194,50836772,92,22,4338,-1.6565,0.95119,0.88764,0.94228,0.985285835549771
6,"HIST1H1A",3024,26017260,26018040,121,19,4338,-1.6573,0.95128,0.93441,0.88201,0.985285835549771
17,"G6PC",2538,41052814,41065386,78,20,4338,-1.6579,0.95133,0.96847,0.86053,0.985285835549771
15,"EPB42",2038,43398423,43513481,59,14,4338,-1.6583,0.95137,0.99085,0.83648,0.985285835549771
19,"MBOAT7",79143,54677107,54693733,108,21,4338,-1.6588,0.95142,0.91854,0.86956,0.985285835549771
12,"IFT81",28981,110562140,110656602,277,26,4338,-1.6614,0.95169,0.9511,0.85408,0.985403721088051
2,"TMEM177",80775,120436743,120444083,95,12,4338,-1.6615,0.95169,0.89795,0.92669,0.985403721088051
1,"LCE1A",353131,152799949,152800573,74,17,4338,-1.6617,0.95171,0.99128,0.85615,0.985403721088051
1,"ZNF648",127665,182023705,182030847,159,26,4338,-1.6637,0.95191,0.95893,0.86531,0.985403721088051
15,"CCNDBP1",23582,43477316,43487396,27,9,4338,-1.6642,0.95196,0.94994,0.88791,0.985403721088051
6,"SEC63",11231,108188960,108279393,171,23,4338,-1.6648,0.95203,0.94988,0.84588,0.985403721088051
17,"KRTAP1-4",728255,39185949,39186356,199,20,4338,-1.6651,0.95205,0.92885,0.917,0.985403721088051
8,"SPAG1",6674,101170134,101271506,216,22,4338,-1.6651,0.95206,0.84907,0.9609,0.985403721088051
12,"LRRIQ1",84125,85430092,85657002,377,30,4338,-1.6656,0.95211,0.93596,0.86967,0.985403721088051
10,"C10orf118",55088,115880621,115933979,182,21,4338,-1.6659,0.95213,0.89825,0.9466,0.985403721088051
11,"OR2D3",120775,6942205,6943264,188,18,4338,-1.6662,0.95217,0.88627,0.93432,0.985403721088051
19,"ZNF586",54807,58281023,58331307,105,14,4338,-1.6663,0.95218,0.99114,0.88171,0.985403721088051
6,"HIST1H3F",8352,26250370,26250835,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3B",8352,26031817,26032288,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3A",8352,26020718,26021186,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3C",8352,26045639,26046097,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3J",8352,27858093,27860884,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3I",8352,27839623,27840099,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3G",8352,26271146,26271612,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3D",8352,26197068,26199521,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3H",8352,27777842,27778314,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
6,"HIST1H3E",8352,26225383,26225844,120,19,4338,-1.6673,0.95227,0.93213,0.88495,0.985441133227777
20,"TCEA2",6919,62681189,62703700,96,24,4338,-1.6691,0.95245,0.88426,0.95517,0.98553663914961
19,"NPAS1",4861,47523077,47549033,66,26,4338,-1.6692,0.95247,0.89851,0.93756,0.98553663914961
1,"ZCCHC11",23318,52873954,53019159,286,27,4338,-1.6713,0.95267,0.88411,0.93397,0.985687849833211
4,"PF4",5196,74846794,74847841,78,14,4338,-1.6735,0.95289,0.94155,0.88226,0.98585973541384
11,"TRIM29",23650,119981983,120056237,475,48,4338,-1.677,0.95323,0.94846,0.88022,0.986067258237721
6,"TFEB",7942,41651716,41703997,286,49,4338,-1.6772,0.95325,0.97589,0.86549,0.986067258237721
11,"OAF",220323,120081475,120101041,231,34,4338,-1.6774,0.95327,0.88657,0.97199,0.986067258237721
10,"CPN1",1369,101801950,101841634,249,29,4338,-1.678,0.95333,0.94368,0.86708,0.986067258237721
6,"HIST1H3B",8350,26031817,26032288,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3G",8350,26271146,26271612,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3J",8350,27858093,27860884,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3H",8350,27777842,27778314,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3C",8350,26045639,26046097,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3E",8350,26225383,26225844,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3A",8350,26020718,26021186,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3F",8350,26250370,26250835,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3I",8350,27839623,27840099,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
6,"HIST1H3D",8350,26197068,26199521,100,18,4338,-1.6784,0.95336,0.95457,0.87565,0.986067258237721
