GENE       CHR      START       STOP  NSNPS  NPARAM     N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
84193       14   99854083   99982228    120      19  4338     0.009437      0.49624         0.28955         0.73349
8812        14   99912695   99987852     76      17  4338      0.23223      0.40818         0.27088         0.54102
317762      14   99967603  100105727    399      44  4338     -0.18199      0.57221          0.5293         0.49222
84439       14  100076480  100153011    186      32  4338      0.57216      0.28361         0.22202         0.35653
10858       14  100115755  100203638    227      34  4338      0.97749      0.16416          0.1078         0.28833
2009        14  100169056  100418397    631      73  4338       2.2874     0.011087        0.030791        0.018366
51466       14  100450719  100620573    459      43  4338       1.5658     0.058702         0.02578          0.2374
123099      14  100602753  100661012    148      23  4338    -0.070786      0.52822         0.56419         0.43458
7528        14  100670102  100755371    171      17  4338     -0.65705      0.74443         0.75361         0.63691
123096      14  100735514  100807884    149      30  4338      0.55348      0.28997         0.18063         0.45629
283600      14  100754679  100806715    106      25  4338      0.94476      0.17239        0.083755         0.40497
7453        14  100790125  100877680    208      18  4338     -0.24804      0.59795         0.32704         0.89676
79446       14  100807755  101006640    334      34  4338     -0.32477      0.62732         0.43411         0.79303
57596       14  100993484  101071131    150      22  4338      0.46779      0.31997         0.24333         0.39958
8788        14  101158202  101211467    167      31  4338      0.21025      0.41674         0.30502         0.51051
388015      14  101336569  101394826    109      33  4338     -0.81322      0.79195         0.56915         0.90903
1735        14  101992688  102039789    108      26  4338      0.17081      0.43219         0.44044         0.38524
5527        14  102191910  102404329    593      53  4338      -1.1014      0.86464         0.71076         0.87093
1778        14  102395865  102527135    295      31  4338      0.50835       0.3056         0.19563         0.45803
3320        14  102537075  102641086    225      23  4338      0.56656      0.28551         0.20922         0.38276
91833       14  102571189  102700010    274      25  4338       1.1928      0.11648         0.15528         0.10938
5891        14  102680834  102806537    316      33  4338       1.0314      0.15118        0.063743         0.42434
55778       14  102748714  102819511    157      28  4338       1.1085      0.13383        0.058456         0.38878
9895        14  102794300  102978818    502      36  4338     -0.39919      0.65512         0.60876         0.56939
51550       14  102804619  102864253    125      16  4338     -0.78504      0.78379         0.65668         0.77378
122416      14  102963179  103011128    155      28  4338     -0.41944      0.66255         0.43502         0.85401
23186       14  103023996  103206913    445      31  4338     -0.98259       0.8371         0.66937         0.86798
7187        14  103208816  103387837    403      39  4338     -0.40825      0.65846         0.45761         0.80067
81693       14  103353993  103407179     95      22  4338      -0.7787      0.78192         0.58982         0.87585
9578        14  103388716  103558742    354      45  4338     -0.75766      0.77567         0.56792         0.89113
91828       14  103526044  103586896    142      30  4338      0.62758      0.26514         0.29825         0.23629
7127        14  103554762  103613776    158      31  4338      0.97299      0.16528         0.11802         0.26456
1983        14  103765339  103821362    187      25  4338     -0.19492      0.57727         0.47909         0.61471
4140        14  103816701  103980168    376      25  4338       0.7641       0.2224         0.10585         0.50984
115708      14  103960509  104013410    127      17  4338       0.8366      0.20141         0.12155         0.36067
1152        14  103975995  104024196    115      17  4338       1.1379      0.12758         0.13496         0.14553
84334       14  103994299  104067236    164      23  4338       1.0821      0.13961         0.13154         0.17496
9529        14  104012881  104064151    103      17  4338       1.2635      0.10321         0.10053         0.13615
3831        14  104060525  104177888    287      26  4338       0.8675      0.19283         0.14404         0.28378
79038       14  104147081  104210005    133      22  4338       2.2118     0.013489        0.090244       0.0054675
7517        14  104153945  104216823    130      22  4338       2.2461     0.012349        0.094125       0.0048001
23368       14  104190088  104350116    311      29  4338          2.1     0.017864         0.14816       0.0091343
122402      14  104359776  104529004    508      34  4338     -0.14278      0.55677         0.83186         0.30942
9556        14  104368625  104422903    200      19  4338     -0.74514      0.77191         0.74557         0.64036
647286      14  104396763  104443645    184      15  4338     -0.73434      0.76863         0.80689         0.58061
374569      14  104517019  104589100    178      32  4338     -0.39938      0.65519         0.62887         0.57857
26153       14  104570060  104657235    249      39  4338     -0.42197      0.66348         0.53388         0.64928
400258      14  105011056  105066184    183      19  4338       1.3827     0.083377        0.047699         0.20088
388021      14  105049330  105106097    118      21  4338      0.09644      0.46159            0.29         0.66257
64423       14  105112902  105195947    275      42  4338       2.4803    0.0065636        0.039464       0.0048688
122622      14  105155534  105223662    267      33  4338       1.6525     0.049219        0.052379        0.080355
10572       14  105184470  105235996    158      23  4338       1.1057      0.13443        0.064026         0.34346
207         14  105225686  105297080    143      26  4338       0.6299      0.26438         0.19312         0.36266
100128927   14  105231933  105281049    101      21  4338      0.64206      0.26042         0.22195         0.30751
283638      14  105296650  105373107    206      21  4338      0.55621      0.28903         0.46538         0.17594
122618      14  105356153  105409573    151      17  4338     -0.38175      0.64868         0.79576         0.45675
113146      14  105393590  105479694    261      27  4338      0.13639      0.44576         0.86846         0.21109
122616      14  105417125  105476056    170      23  4338      0.36121      0.35897         0.74945         0.16382
55038       14  105465910  105522425    177      15  4338      0.51165      0.30445          0.4213         0.21469
29933       14  105505726  105566887    130      16  4338        1.056      0.14548         0.10061         0.24325
3714        14  105597318  105670161    121      15  4338        1.703     0.044288         0.01559         0.20827
256281      14  105629274  105682660    102      13  4338        1.487     0.068502        0.035228         0.19463
2972        14  105665623  105816914    253      21  4338      0.40918       0.3412         0.67319         0.16168
90135       14  105679879  105727430     96      13  4338     -0.49551      0.68988         0.74087         0.55659
23241       14  105732170  105874484    105      12  4338      0.72743      0.23348         0.62047        0.090952
647310      14  105829920  105890196      2       2  4338       1.8698     0.030759        0.035837        0.028531
9112        14  105851186  105947066      4       3  4338       2.0813     0.018701        0.011521        0.038704
1397        14  105904275  105956507      5       3  4338       2.0498      0.02019        0.010533        0.052396
1396        14  105917892  105965128      5       3  4338       2.0498      0.02019        0.010533        0.052396
283643      14  105921192  105975585     28       4  4338       1.6419     0.050302        0.057497        0.074551
80757       14  105957953  106006554     39       2  4338       1.0572      0.14522         0.10904         0.21078
3492        14  106022614  107323051    415      16  4338     -0.12629      0.55025         0.74829         0.36656
114791      15   22798395   22883891    150       7  4338      0.92067      0.17861        0.085511          0.4218
23191       15   22857667   23013603    200      35  4338     -0.18718      0.57424         0.47983         0.58806
81614       15   22994684   23069427    138      22  4338      0.28911      0.38625         0.57625         0.23211
123606      15   23033279   23121843    103      18  4338       1.7131     0.043352        0.025314         0.14499
283685      15   23674535   23727390    119      10  4338      0.92401      0.17774         0.16533         0.20426
7681        15   23775454   23830764    101      13  4338     -0.36581      0.64275         0.61954         0.58766
54551       15   23878696   23927993     86      20  4338       1.1567       0.1237         0.20908        0.090353
4692        15   23920554   23967450     56      17  4338       1.1861      0.11778         0.21679        0.083715
23742       15   24885541   24938593    268      27  4338      0.88178      0.18895         0.36056          0.1102
6638        15   25033794   25233730    580      86  4338     0.020222      0.49193         0.29971         0.69369
8926        15   25165070   25233729     88      24  4338     -0.18015      0.57148         0.96661         0.26793
7337        15   25572394   25719190    145      24  4338     0.016058      0.49359         0.49785         0.44225
57194       15   25913859   26145304    873     112  4338     0.062896      0.47492         0.24395         0.78392
2562        15   26778693   27053935    717      80  4338      -1.2212      0.88899         0.80213          0.7967
2558        15   27076866   27204357    186      36  4338        1.156      0.12383        0.067776         0.29106
2567        15   27181429   27788373   1437     151  4338     -0.76839      0.77887         0.56108         0.80344
4948        15   27990021   28379483    716      63  4338      0.72492      0.23425         0.12707         0.45029
8924        15   28346183   28602313    117       9  4338     -0.43161      0.66699           0.695         0.55191
321         15   29176570   29420518    601      35  4338     -0.14471      0.55753         0.37248         0.73147
23359       15   29402455   29897927   1271     101  4338     -0.95761      0.83087         0.61721         0.88158
56160       15   29550353   29597020    141      18  4338      -2.2202       0.9868         0.98913         0.94373
7082        15   29982338   30296038    707      72  4338      0.43466       0.3319         0.38701         0.26782
653073      15   30340038   30396084     49      10  4338      0.88738      0.18744         0.27434         0.13465
728498      15   30860562   30919952      5       4  4338       1.0156       0.1549         0.12136         0.20996
89839       15   30883879   30941013     13       7  4338      0.55561      0.28924         0.23281         0.35534
101927579   15   30890445   30941677     14       8  4338       0.4643      0.32122         0.27082         0.37343
22909       15   31156703   31245311    198      27  4338     -0.50021      0.69154         0.85559          0.4796
54893       15   31210854   31318807    272      31  4338       -1.078      0.85949         0.85719          0.7348
4308        15   31283264   31488476    632      86  4338    -0.075528       0.5301         0.93646         0.26205
283710      15   31504970   31558050    166      29  4338     -0.23984      0.59477         0.52503         0.58877
51621       15   31584083   31680102    174      33  4338     -0.70607      0.75993         0.97835         0.49854
161725      15   31763884   32197875    984      62  4338     -0.16307      0.56477          0.4774         0.54082
1139        15   32287686   32472384    294      41  4338          2.5    0.0062094          0.0051        0.028388
100653133   15   32771204   32827538      4       3  4338      0.92743      0.17685          0.1778         0.17982
643699      15   32850657   32906342      9       5  4338      0.75808       0.2242         0.37121         0.13813
9824        15   32871720   32941868     60      16  4338     -0.46484      0.67898         0.98133         0.40899
101928042   15   32882642   32931092     36      10  4338    -0.014342      0.50572          0.8744         0.26434
6447        15   32898757   32999299    217      47  4338      -1.3498      0.91147         0.93421         0.78698
26585       15   32975175   33036870    180      30  4338      -1.6898      0.95447         0.89908         0.96474
342184      15   33047745   33521934   1993     165  4338      -1.3302      0.90827         0.84271         0.77759
6263        15   33568177   34168304   2264     217  4338       1.0086      0.15658         0.16879         0.20725
57099       15   34148428   34366303    652      53  4338       1.2226      0.11074         0.17533        0.088169
1133        15   34225446   34367295    301      30  4338      0.66191      0.25401          0.2078         0.31391
161779      15   34359274   34406591     33       5  4338       1.4986     0.066984         0.08812         0.06545
56851       15   34366223   34429053     58      10  4338       1.0144      0.15519        0.059556         0.44916
79768       15   34422875   34537297    315      26  4338    -0.002823      0.50113         0.50513         0.42869
51234       15   34482214   34532357    174      18  4338      0.20618      0.41833         0.53601         0.29713
9990        15   34512197   34665265    520      34  4338      0.37723        0.353         0.34174         0.33989
256646      15   34600458   34659936    228      22  4338      0.57184      0.28372         0.34037         0.23278
55505       15   34623917   34670362    116      20  4338      0.65519      0.25617         0.34181         0.19375
254531      15   34641089   34694397     43      14  4338       1.3362     0.090734        0.083692         0.13435
23015       15   34661269   34764667     29      11  4338      0.81892      0.20642         0.21812         0.20963
440270      15   34807296   34910836    135      19  4338      0.18278      0.42748         0.31042         0.51955
57369       15   35034642   35081782    141      26  4338      0.91267      0.18071         0.11562         0.30792
70          15   35070297   35122927    125      41  4338       0.7952      0.21325         0.08492         0.57248
9716        15   35138552   35296995    360      34  4338     -0.54346      0.70659         0.55934         0.70792
54989       15   35260542   35315497    148      21  4338      -1.2615      0.89644         0.81965         0.84897
89978       15   35647670   35873597    468      35  4338      -1.7567      0.96051         0.96364         0.90009
84529       15   36836812   37112449    757      66  4338     -0.51027      0.69507         0.48038         0.85531
4212        15   37173222   37428500    458      84  4338      -1.4822      0.93086         0.88101         0.87164
145942      15   38191801   38253623    102      18  4338      0.56542       0.2859         0.15455         0.52122
161742      15   38509925   38659450    450      30  4338      0.37393      0.35423         0.48959         0.23416
283742      15   38711328   38787063    266      30  4338      0.45523      0.32447         0.20887         0.47516
10125       15   38770302   38892661    268      43  4338      -0.1191       0.5474         0.44093         0.55677
400359      15   38953799   39002239    161      30  4338      -1.5879      0.94384         0.94101         0.86218
400360      15   39507885   39557048    129      33  4338       0.2785      0.39031         0.23182          0.6006
7057        15   39838280   39899668     83      15  4338       2.6811    0.0036693       0.0054891       0.0069468
161835      15   39876422   40110039    674      42  4338       2.0732     0.019075        0.017325        0.048791
11245       15   40081223   40248093    320      49  4338      0.78648      0.21579         0.12127         0.41225
440275      15   40191331   40337797    413      48  4338      0.25856      0.39799         0.29257         0.49312
6727        15   40317891   40366389    122      20  4338     -0.29957      0.61775         0.66242         0.51614
90427       15   40370091   40436088     68      21  4338      0.14846      0.44099         0.50244         0.34333
701         15   40418210   40523337    126      19  4338       -1.093      0.86281         0.63637          0.9703
56924       15   40474629   40579688    147      40  4338     -0.70489      0.75956         0.80056         0.59857
644809      15   40532865   40580110     97      28  4338     -0.51489      0.69668         0.85907          0.4782
100131244   15   40563645   40609787     68      21  4338      -1.2305      0.89075         0.95697         0.74609
5330        15   40566461   40635174    131      31  4338      -1.4072      0.92032         0.93706         0.82971
100505573   15   40580733   40628916     94      25  4338      -1.1408      0.87302         0.91007         0.75795
644844      15   40608234   40658635    132      26  4338     -0.88251      0.81125         0.70916         0.85114
388115      15   40613653   40668168    154      28  4338     -0.79172      0.78574         0.64583         0.86829
85455       15   40615434   40673256    157      28  4338     -0.76559      0.77804         0.62451         0.87244
90417       15   40639922   40696489    145      23  4338     -0.59801      0.72508         0.54933         0.83788
3712        15   40662686   40738146    175      23  4338    -0.032445      0.51294         0.35459         0.66346
22893       15   40698411   40770441    135      24  4338      0.59214      0.27688         0.17745         0.42789
113189      15   40728160   40775357     63      17  4338      0.81043      0.20885         0.13805         0.33098
90416       15   40814083   40892252    229      18  4338       0.1907      0.42438         0.31167         0.53522
27079       15   40826503   40876666    155      14  4338     -0.11179      0.54451         0.33888         0.79881
57082       15   40851447   40964881    278      20  4338    -0.051968      0.52072         0.31943         0.76049
5888        15   40952327   41034356    170      17  4338     -0.35849      0.64001         0.44015         0.83334
55177       15   41018085   41082458    120      19  4338     -0.32665      0.62803         0.44275         0.77969
2644        15   41021285   41069911     87      18  4338     -0.29719      0.61684         0.43325         0.76804
643338      15   41027159   41074647     89      19  4338     -0.34071      0.63334         0.44736         0.77977
55192       15   41050067   41134676    168      24  4338     -0.47364      0.68212         0.49572         0.82835
84936       15   41064274   41116767    112      17  4338     -0.23858      0.59428         0.44017         0.70874
54866       15   41097643   41156283    135      20  4338     -0.68438      0.75313         0.68724         0.75835
6692        15   41101246   41159853    133      20  4338     -0.79257      0.78598         0.75801         0.75341
57617       15   41151628   41206173    114      16  4338      -1.9559      0.97476         0.99451         0.91218
171177      15   41154412   41201487    102      14  4338      -2.2926      0.98906         0.99804          0.9532
54567       15   41186531   41241258     98      20  4338      -1.2956      0.90244         0.94367         0.77848
79094       15   41210636   41258717    126      19  4338      -1.3087      0.90468          0.9078         0.82776
54617       15   41261078   41443340    488      28  4338     -0.32507      0.62744          0.7832         0.42687
161829      15   41464926   41557955    330      21  4338      0.25541       0.3992         0.58731          0.2479
11261       15   41488341   41584085    319      22  4338     -0.72314       0.7652         0.54611         0.92873
51203       15   41589892   41683248    185      18  4338    -0.078719      0.53137         0.41361          0.5772
11339       15   41591466   41659819    137      15  4338     -0.13397      0.55329         0.43081         0.61038
51103       15   41669547   41729658    125      15  4338   0.00094288      0.49962         0.30302          0.7182
23168       15   41674302   41785761    210      22  4338    -0.085917      0.53423         0.29517         0.79809
3706        15   41751056   41805757    102      23  4338     -0.29272      0.61513         0.38202         0.82663
4058        15   41785840   41841085    144      24  4338      -0.5537      0.71011         0.61875         0.67125
26015       15   41799374   41871464    165      24  4338     -0.61682      0.73132         0.66662         0.66154
7301        15   41816220   41881536    154      24  4338     -0.67033      0.74868         0.69532         0.65781
23269       15   41878432   42072141    354      33  4338      -0.8339      0.79783         0.58366          0.8976
23005       15   42031632   42130053    181      23  4338     -0.59094      0.72272         0.63873         0.71344
100137047   15   42085283   42139785    131      17  4338     -0.24463      0.59663         0.50235         0.61853
8681        15   42085283   42150346    172      22  4338     -0.44713      0.67261         0.55778         0.71587
100137049   15   42096011   42150346    157      22  4338     -0.40463      0.65712         0.53547          0.7117
51332       15   42130344   42221275    295      37  4338     -0.20739      0.58215         0.56517         0.53532
30844       15   42181638   42299755    322      47  4338      0.57484       0.2827         0.19147         0.41115
123745      15   42263780   42377901    477      52  4338     -0.40084      0.65573         0.75632         0.48558
283748      15   42349881   42421752    308      29  4338      -2.3034      0.98937         0.98608         0.95873
255189      15   42423332   42483839    117      26  4338      -0.1648      0.56545         0.80415          0.3518
23339       15   42440899   42535524    143      21  4338      0.41798      0.33798         0.44224         0.24482
25963       15   42492726   42600797    151      22  4338      0.58918      0.27787         0.30755         0.24841
2595        15   42531366   42656599    311      21  4338      0.27605      0.39125         0.54121         0.25602
825         15   42611545   42714515    272      20  4338     -0.11699      0.54657         0.73371         0.34287
64397       15   42695016   42818390    196      23  4338      -0.2354      0.59305         0.56691         0.53614
8773        15   42748442   42835259    129      16  4338     -0.42657      0.66516         0.64966         0.56758
55142       15   42806011   42872192     82      12  4338     -0.82853      0.79632         0.92971         0.58709
255252      15   42824720   42876002     60      11  4338     -0.69218      0.75559         0.92407          0.5386
57519       15   42832857   43023196    262      28  4338     -0.43527      0.66832         0.62935         0.58272
146059      15   43005760   43064417    101      16  4338     -0.23864      0.59431         0.38096          0.7789
146057      15   43020928   43248037    240      28  4338     -0.99314      0.83968         0.69737         0.87159
197131      15   43225095   43433286    179      22  4338      -2.4781       0.9934         0.98426         0.97699
80021       15   43390722   43487342     56      14  4338      -2.1361      0.98367         0.98854         0.94484
23582       15   43442466   43499375     27       9  4338      -1.6642      0.95196         0.94994         0.88791
2038        15   43479425   43548323     59      14  4338      -1.6583      0.95137         0.99085         0.83648
9333        15   43514793   43594055     96      13  4338      -1.6387      0.94936         0.97605         0.82186
116179      15   43558479   43629453     96      10  4338     -0.65109      0.74251         0.83808         0.57098
161823      15   43587872   43656096    123      11  4338      -0.6964      0.75691          0.7985         0.63125
9836        15   43609974   43657820     93       9  4338     -0.83747      0.79883         0.81725         0.68605
27229       15   43628257   43708258    141      13  4338      -1.8393      0.96706         0.88618         0.98587
146050      15   43640370   43698226     91      10  4338      -1.6545      0.95098         0.86883         0.96746
7158        15   43685262   43837707    249      17  4338     -0.67613      0.75052         0.86041         0.54349
4130        15   43768165   43833818     80      13  4338     -0.29892       0.6175          0.7187         0.44681
9677        15   43815660   43917451     66      10  4338     0.096232      0.46167         0.51516         0.36444
1159        15   43850055   43901604     19       3  4338     -0.12245      0.54873         0.53687         0.52559
161497      15   43881685   44037286    104      11  4338      0.23794      0.40596          0.5469         0.27341
117155      15   43912772   43976039     33       6  4338      0.53031      0.29795         0.56622          0.1524
548596      15   43950084   44001420     12       5  4338     -0.27231      0.60731         0.63466         0.52629
2923        15   44003326   44074804     87       9  4338       -0.356      0.63908         0.55866         0.62402
10169       15   44034294   44098287     75       9  4338     -0.30606      0.62022         0.53324         0.62176
80237       15   44054798   44104502     59       7  4338     -0.60845      0.72855         0.55202         0.84495
25764       15   44057619   44104787     55       8  4338     -0.65198      0.74279         0.56598         0.85196
619189      15   44076372   44127295     63       7  4338     -0.53525      0.70376         0.51698         0.84143
79968       15   44084112   44170617     92       7  4338     -0.72124      0.76462         0.59326         0.85616
4236        15   44086733   44151951     71       6  4338     -0.51797      0.69776         0.53574         0.79278
84978       15   44152962   44522429    290      33  4338       1.2418      0.10716         0.31691        0.051406
113201      15   44545909   44717959    182      14  4338       2.0826     0.018642         0.21888       0.0049318
51496       15   44684579   44829455    184      15  4338        1.708     0.043816         0.24545        0.016546
8669        15   44794266   44865001     87      12  4338       1.3919     0.081979         0.14105        0.070319
80208       15   44844894   44990876     60      21  4338       1.8904     0.029353        0.028353        0.056996
197135      15   44947930   45005894     24      11  4338       1.9952     0.023011        0.024678        0.035523
567         15   44968685   45020357     67      15  4338      0.98932      0.16125         0.41468         0.06793
140691      15   44993314   45070027    204      17  4338     -0.34483      0.63489         0.85071         0.42849
145645      15   45213900   45281421    160      12  4338      -1.4129      0.92116         0.85604         0.92958
6652        15   45280302   45377287    173      17  4338      -2.1887      0.98569         0.98562         0.95819
405753      15   45371523   45420304     90      14  4338      -0.8356      0.79831         0.82882          0.6835
50506       15   45374851   45441537    113      21  4338      0.10384      0.45865         0.48817         0.38471
53905       15   45387192   45467776    158      24  4338      0.57204      0.28365         0.18218          0.4346
90527       15   45399564   45457075    109      22  4338      0.77012      0.22061         0.12946          0.3957
90525       15   45449412   45528373    177      17  4338     -0.26542      0.60466         0.49344         0.61853
9153        15   45509428   45578132    236      13  4338       1.7642     0.038852         0.06153          0.0503
2628        15   45643322   45705980    131      11  4338       1.2876     0.098942        0.088303         0.17312
79029       15   45659514   45723617    100      11  4338       1.3597      0.08697        0.071307         0.16166
84419       15   45687727   45735647     65      13  4338        1.243      0.10693        0.085162          0.1798
7782        15   45764676   45850005     81      18  4338      0.66874      0.25183         0.15275         0.42855
26258       15   45844417   45911909     81      15  4338      0.32534      0.37246         0.23111           0.542
58472       15   45888346   45993492    326      43  4338     -0.10752      0.54281         0.45023         0.55218
80031       15   47441403   48076420   1839      94  4338     0.014712      0.49413         0.36123          0.5455
283652      15   48378169   48444926     31       4  4338      0.42725       0.3346         0.19762         0.54574
50804       15   48421629   48505714      3       3  4338     -0.18134      0.57195         0.51687          0.6177
399697      15   48435546   48505951      1       1  4338      0.46195      0.32206         0.32184         0.32184
6557        15   48463498   48606275    159      14  4338      -1.3104      0.90497         0.89348          0.8548
1854        15   48588215   48645570     88      11  4338      -1.2584      0.89588         0.84222         0.87827
2200        15   48690503   48972985    411      23  4338       1.9734     0.024227        0.023713        0.065481
22995       15   49020135   49139092    204      27  4338     0.025067         0.49         0.41606         0.51233
399694      15   49105934   49290641    380      58  4338      0.42666      0.33481         0.15445         0.67593
23741       15   49135290   49182380    115      20  4338      0.70588      0.24013         0.19558          0.3041
9728        15   49270835   49373760    169      20  4338      0.61925      0.26788         0.14916         0.48092
9318        15   49407471   49482854    125      15  4338      0.51714      0.30253         0.46979         0.18829
2585        15   49412974   49669955    489      30  4338      0.33729      0.36795         0.32226         0.38088
196951      15   49608822   49948128    877      43  4338       0.1345       0.4465         0.41282         0.41951
2252        15   49680375   49789523    284      25  4338     -0.44139      0.67053         0.49969         0.73895
56986       15   49878226   49947333    173      17  4338      0.20592      0.41843         0.82913         0.18466
79895       15   50140435   50446419    883      78  4338      0.72405      0.23452          0.1257         0.45095
11001       15   50439393   50538589    414      39  4338      0.15272      0.43931         0.49984         0.36022
3067        15   50524144   50593162    206      28  4338     -0.17274      0.56857         0.46209          0.6049
2553        15   50559389   50682605    273      25  4338      0.14394      0.44277         0.42839         0.39638
9101        15   50681579   50803280    329      41  4338      -1.0452      0.85204         0.70277         0.83104
373509      15   50782759   50873902    272      27  4338     -0.27616      0.60879         0.46419         0.65036
54822       15   50839351   51014012    528      33  4338     -0.17099      0.56789         0.39843         0.69114
84888       15   50989730   51092910    337      29  4338     -0.49072      0.68819         0.76523         0.53978
23431       15   51165780   51308097    348      26  4338      -1.1098      0.86646         0.71691         0.87515
388121      15   51338798   51432473    189      26  4338      -1.2716      0.89824          0.8228         0.85661
1588        15   51490254   51665795    551      52  4338      0.28922      0.38621         0.41816         0.32881
342035      15   51598713   51710210    379      46  4338     -0.30937      0.62148         0.62651         0.52267
23312       15   51729921   51950030    468      31  4338      -0.3206      0.62574         0.59163         0.51557
29106       15   51938550   52023223    182      25  4338      0.07417      0.47044         0.33742         0.57365
256586      15   52005261   52078650    212      20  4338      0.04523      0.48196         0.26785         0.74448
29767       15   52008758   52118560    293      22  4338      0.11396      0.45464         0.28662         0.61623
29766       15   52086825   52214335    284      20  4338      0.15317      0.43913         0.27118         0.61146
123169      15   52220222   52298995     96      16  4338      0.70962      0.23897         0.24468         0.24785
5597        15   52261377   52368462     86      21  4338      0.16628      0.43397         0.55451         0.30414
10017       15   52391490   52439972    111      18  4338        1.094      0.13697         0.31058        0.073255
10681       15   52403123   52518565    322      34  4338       0.9944      0.16001         0.25027         0.12024
55930       15   52474515   52622995    358      47  4338       1.2886     0.098771         0.10375         0.12347
4644        15   52589480   52856247    687      35  4338      0.67493      0.24986          0.3501         0.18241
10776       15   52829384   52896436    147      21  4338    -0.093235      0.53714         0.43765         0.59011
56204       15   52863518   53006569    276      34  4338      0.59177        0.277         0.12913         0.58839
3175        15   53039160   53117209    167      31  4338     -0.79966      0.78805         0.80098         0.65074
101928499   15   53082363   53132139    100      17  4338     -0.90892       0.8183         0.77312         0.76067
256764      15   53795938   54090075   1153      57  4338       1.6481     0.049661        0.053981        0.088637
440279      15   54235557   54930806   2839     159  4338      0.89112      0.18643         0.38762         0.11375
51187       15   55463512   55524231    270      21  4338       1.0718       0.1419        0.080949         0.31091
5873        15   55485164   55617034    450      42  4338      0.78484      0.21627        0.088003         0.57803
9488        15   55576133   55657906    251      27  4338      0.82692      0.20414          0.1268         0.35637
9236        15   55637421   55735708    343      25  4338      0.21609      0.41446         0.58985         0.25131
145788      15   55665723   55720910    206      20  4338      0.33213       0.3699         0.62224         0.19652
161582      15   55699953   55835432    473      47  4338     -0.77954      0.78217         0.59724         0.83838
26108       15   55826805   55916050    304      36  4338      0.94595      0.17209        0.097917         0.35424
283659      15   55893738   56070847    556      42  4338       1.1284      0.12958        0.084464         0.24473
4734        15   56109120   56320835    787      47  4338      0.28413      0.38815         0.25526         0.53303
64864       15   56369479   56570728    512      29  4338      0.13265      0.44723         0.90202         0.19132
374618      15   56501207   56749032    689      39  4338     -0.85723      0.80434          0.9536         0.56392
55329       15   56710929   56792335    195      27  4338      -1.2772      0.89924         0.97905         0.73169
54816       15   56912374   57061279    274      28  4338     -0.96918      0.83377         0.66831         0.85208
6938        15   57175833   57590716    972      45  4338     -0.35239      0.63773         0.65158         0.51141
84952       15   57633703   57852925    749      93  4338       1.5105      0.06546        0.035862         0.21324
100820829   15   57849102   57987562    661      62  4338     0.075422      0.46994         0.44423         0.42707
145781      15   57849102   58019755    736      66  4338     0.048073      0.48083         0.43763         0.45325
81488       15   57963901   58019753    128      27  4338      0.20195      0.41998          0.3356         0.48156
8854        15   58235622   58393121    396      31  4338       1.0289      0.15175         0.33261        0.084603
366         15   58395374   58488110    277      41  4338       1.9332     0.026607         0.14659        0.010285
101928635   15   58495734   58577179    299      38  4338    -0.035064      0.51399         0.58491         0.40336
3990        15   58667953   58871073    612      90  4338        -0.67      0.74857         0.59092         0.78705
102         15   58877403   59077177    363      29  4338       -1.541      0.93834          0.9501         0.86708
54629       15   59028393   59159754    257      29  4338      -1.3679      0.91434         0.81824         0.93486
79811       15   59161244   59261323    154      18  4338     -0.95362      0.82986         0.74205         0.81637
54778       15   59244865   59399618    349      34  4338     -0.46324       0.6784         0.63482         0.59811
9133        15   59362284   59427244    130      15  4338      0.26399      0.39589         0.51904         0.27515
4643        15   59418168   59700071    768      79  4338      0.72897      0.23301         0.15994         0.35754
92483       15   59464015   59510787    175      23  4338     0.039555      0.48422         0.34714          0.5947
145773      15   59695372   59825751    382      42  4338       1.4049     0.080027        0.061167         0.14318
9245        15   59868982   59922210    139      23  4338       1.1688      0.12125         0.25532          0.0713
2958        15   59920261   59984737     70      12  4338      0.30375      0.38066         0.41207         0.32011
663         15   59941345   60016728    106      17  4338     0.083064       0.4669         0.57597         0.32554
27023       15   60261421   60308142    120      26  4338       1.1157      0.13228         0.12555         0.17823
302         15   60629350   60725185    184      29  4338      0.94716      0.17178         0.11169          0.3019
79664       15   60701808   60806359    161      21  4338      0.83599      0.20158         0.59133        0.073827
6095        15   60770483   61556502   1942     232  4338     -0.38473      0.64978         0.75849         0.40781
54832       15   62134588   62387664    685      44  4338     -0.49678      0.69033          0.8435         0.47918
145741      15   62324176   62373116    137      16  4338       0.2061      0.41836         0.78597         0.20206
388125      15   62445734   62493359    162      20  4338      0.21219      0.41598         0.21029          0.7293
83660       15   62647769   63146830   1246     136  4338       1.6297     0.051584        0.014406         0.38693
7168        15   63299838   63374114    266      31  4338     -0.82225      0.79453          0.7601         0.71722
114294      15   63378999   63444260    228      25  4338      -1.1981      0.88457         0.95091         0.70304
51065       15   63435539   63484741    118      20  4338     -0.41999      0.66276         0.54513         0.67727
51762       15   63446728   63569975    248      31  4338     -0.63146      0.73613         0.58942         0.72349
83464       15   63534749   63611325    156      28  4338     -0.42538      0.66472          0.4387         0.83634
771         15   63605730   63709326    274      43  4338     -0.54407       0.7068         0.54288         0.78275
9960        15   63761710   63896839    340      35  4338      -0.5229      0.69948         0.56174         0.71844
283807      15   63854327   63904627     93      14  4338     -0.67795       0.7511         0.58124         0.83974
